Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
45,Female,65.40,1.68,196.00,129.00,66.00,0.76,441.00,HIIT,35.00,2.60,3.00,1.00,23.17
35,Female,44.60,1.62,196.00,157.00,65.00,0.56,440.00,HIIT,32.40,2.00,2.00,1.00,16.99
34,Female,75.60,1.60,193.00,130.00,51.00,0.64,416.00,HIIT,29.10,2.70,2.00,1.00,29.53
56,Male,118.00,1.90,199.00,126.00,68.00,0.66,412.00,HIIT,22.60,3.20,2.00,1.00,32.69
24,Female,58.90,1.76,189.00,130.00,73.00,0.63,410.00,HIIT,30.10,1.70,3.00,1.00,19.01
21,Female,54.90,1.78,173.00,138.00,71.00,0.55,380.00,HIIT,31.70,2.00,2.00,1.00,17.33
23,Female,41.90,1.58,163.00,132.00,67.00,0.56,370.00,HIIT,26.80,1.80,3.00,1.00,16.78
50,Male,101.70,1.67,192.00,127.00,57.00,0.53,333.00,HIIT,20.90,2.90,2.00,1.00,36.47
32,Male,89.80,1.92,199.00,168.00,67.00,1.93,"1,783.00",Strength,10.60,3.50,4.00,3.00,24.36
39,Male,86.20,1.82,191.00,160.00,72.00,1.96,"1,725.00",Strength,10.20,3.50,5.00,3.00,26.02
26,Male,86.20,1.68,189.00,157.00,72.00,1.97,"1,701.00",Strength,13.30,3.50,5.00,3.00,30.54
22,Male,88.50,1.62,174.00,162.00,69.00,1.88,"1,675.00",Strength,10.70,3.50,5.00,3.00,33.72
47,Male,87.20,1.64,177.00,165.00,50.00,2.00,"1,634.00",Strength,15.00,3.50,4.00,3.00,32.42
27,Male,80.70,1.61,170.00,166.00,52.00,1.75,"1,598.00",Strength,14.30,3.50,4.00,3.00,31.13
47,Male,86.60,1.99,182.00,153.00,70.00,1.98,"1,500.00",Strength,10.60,3.50,4.00,3.00,21.87
40,Male,80.30,1.76,168.00,167.00,74.00,1.63,"1,497.00",Strength,13.10,3.50,5.00,3.00,25.92
49,Male,82.10,1.86,162.00,160.00,64.00,1.87,"1,481.00",Strength,14.20,3.50,4.00,3.00,23.73
58,Female,59.30,1.58,166.00,165.00,56.00,1.97,"1,463.00",Strength,19.80,2.70,4.00,3.00,23.75
40,Male,87.90,1.87,196.00,134.00,54.00,1.96,"1,445.00",Strength,10.70,3.50,5.00,3.00,25.14
19,Male,85.90,1.85,195.00,156.00,62.00,1.66,"1,424.00",Strength,12.90,3.50,4.00,3.00,25.10
31,Female,64.40,1.70,160.00,144.00,70.00,1.97,"1,418.00",Strength,17.30,2.70,5.00,3.00,22.28
54,Male,86.00,1.93,171.00,163.00,51.00,1.74,"1,404.00",Strength,12.90,3.50,5.00,3.00,23.09
48,Male,87.10,1.76,183.00,156.00,67.00,1.81,"1,398.00",Strength,11.60,3.50,5.00,3.00,28.12
24,Male,87.10,1.74,187.00,158.00,67.00,1.57,"1,364.00",Strength,10.00,3.50,4.00,3.00,28.77
27,Male,89.30,1.87,169.00,153.00,62.00,1.62,"1,363.00",Strength,12.70,3.50,5.00,3.00,25.54
22,Male,86.20,1.90,186.00,128.00,58.00,1.91,"1,345.00",Strength,11.70,3.50,5.00,3.00,23.88
40,Female,57.40,1.71,168.00,143.00,61.00,1.87,"1,337.00",Strength,18.30,2.70,5.00,3.00,19.63
35,Male,85.60,1.85,185.00,135.00,55.00,1.78,"1,322.00",Strength,14.50,3.50,5.00,3.00,25.01
29,Male,80.80,1.98,160.00,145.00,50.00,1.65,"1,316.00",Strength,14.60,3.50,5.00,3.00,20.61
30,Female,59.20,1.63,174.00,141.00,74.00,1.85,"1,304.00",Strength,17.80,2.70,4.00,3.00,22.28
27,Male,87.50,1.63,183.00,135.00,74.00,1.75,"1,299.00",Strength,12.90,3.50,5.00,3.00,32.93
26,Female,64.10,1.50,194.00,134.00,60.00,1.93,"1,293.00",Strength,15.10,2.70,5.00,3.00,28.49
32,Male,68.30,1.92,168.00,165.00,54.00,1.42,"1,289.00",Strength,29.90,3.50,2.00,1.00,18.53
25,Male,66.60,1.61,184.00,166.00,56.00,1.38,"1,260.00",Strength,25.00,3.00,2.00,1.00,25.69
40,Male,63.00,2.00,176.00,161.00,71.00,1.42,"1,257.00",Strength,26.80,2.90,4.00,2.00,15.75
28,Female,56.00,1.50,193.00,128.00,56.00,1.94,"1,242.00",Strength,16.70,2.70,5.00,3.00,24.89
36,Female,57.70,1.77,176.00,147.00,63.00,1.65,"1,213.00",Strength,19.40,2.70,4.00,3.00,18.42
21,Female,60.00,1.70,179.00,123.00,52.00,1.97,"1,212.00",Strength,19.10,2.70,5.00,3.00,20.76
39,Male,61.90,1.77,199.00,166.00,69.00,1.32,"1,205.00",Strength,25.30,2.30,3.00,1.00,19.76
22,Female,78.70,1.52,173.00,166.00,74.00,1.45,"1,204.00",Strength,31.50,2.30,3.00,2.00,34.06
18,Male,70.00,1.61,173.00,168.00,71.00,1.30,"1,201.00",Strength,23.90,2.50,2.00,1.00,27.01
33,Male,81.80,1.99,184.00,137.00,51.00,1.59,"1,198.00",Strength,10.50,3.50,4.00,3.00,20.66
35,Female,55.30,1.56,187.00,139.00,56.00,1.71,"1,188.00",Strength,19.80,2.70,5.00,3.00,22.72
39,Female,63.30,1.71,178.00,125.00,56.00,1.88,"1,175.00",Strength,18.50,2.70,4.00,3.00,21.65
19,Male,127.90,1.93,185.00,168.00,70.00,1.27,"1,173.00",Strength,21.80,3.00,4.00,2.00,34.34
46,Male,108.80,1.64,185.00,169.00,63.00,1.40,"1,171.00",Strength,20.50,3.40,3.00,1.00,40.45
33,Male,106.50,1.60,183.00,152.00,74.00,1.40,"1,170.00",Strength,27.30,3.30,4.00,2.00,41.60
18,Female,63.90,1.59,185.00,125.00,50.00,1.87,"1,169.00",Strength,16.40,2.70,4.00,3.00,25.28
26,Male,127.60,1.73,167.00,160.00,62.00,1.32,"1,162.00",Strength,27.30,2.90,3.00,1.00,42.63
33,Female,58.00,1.53,180.00,126.00,50.00,1.84,"1,159.00",Strength,18.30,2.70,5.00,3.00,24.78
35,Male,59.20,1.66,197.00,161.00,59.00,1.30,"1,151.00",Strength,21.30,3.20,3.00,1.00,21.48
52,Male,85.50,1.80,190.00,136.00,66.00,1.70,"1,144.00",Strength,10.10,3.50,5.00,3.00,26.39
39,Male,59.70,1.83,170.00,154.00,59.00,1.35,"1,143.00",Strength,29.10,2.30,4.00,2.00,17.83
53,Male,82.30,1.61,196.00,123.00,60.00,1.87,"1,139.00",Strength,11.60,3.50,5.00,3.00,31.75
29,Male,125.90,2.00,186.00,152.00,67.00,1.36,"1,137.00",Strength,24.70,3.10,4.00,2.00,31.48
51,Male,48.60,1.77,199.00,155.00,74.00,1.47,"1,128.00",Strength,26.90,3.50,2.00,1.00,15.51
59,Male,88.10,1.76,187.00,168.00,74.00,1.35,"1,123.00",Strength,26.90,3.00,3.00,2.00,28.44
39,Male,127.50,1.82,180.00,161.00,70.00,1.26,"1,116.00",Strength,29.80,3.00,3.00,2.00,38.49
48,Female,62.90,1.58,192.00,124.00,69.00,1.98,"1,105.00",Strength,20.00,2.70,4.00,3.00,25.20
41,Female,55.00,1.55,175.00,169.00,65.00,1.45,"1,103.00",Strength,31.40,2.00,4.00,2.00,22.89
21,Female,55.20,1.55,163.00,161.00,53.00,1.37,"1,103.00",Strength,31.70,1.70,4.00,2.00,22.98
26,Female,59.30,1.51,181.00,129.00,71.00,1.70,"1,096.00",Strength,15.10,2.70,5.00,3.00,26.01
30,Male,101.00,1.68,182.00,134.00,61.00,1.46,"1,076.00",Strength,28.20,2.90,4.00,2.00,35.79
19,Male,110.80,1.91,161.00,149.00,54.00,1.31,"1,074.00",Strength,23.30,2.90,2.00,1.00,30.37
21,Male,62.60,1.81,164.00,150.00,62.00,1.30,"1,072.00",Strength,27.60,3.50,4.00,2.00,19.11
31,Male,86.60,1.76,172.00,151.00,66.00,1.29,"1,071.00",Strength,28.90,3.30,3.00,2.00,27.96
35,Male,96.90,1.71,188.00,145.00,72.00,1.34,"1,069.00",Strength,24.20,2.90,3.00,2.00,33.14
44,Female,42.80,1.78,167.00,159.00,64.00,1.49,"1,066.00",Strength,25.30,2.60,3.00,2.00,13.51
46,Female,58.90,1.70,180.00,155.00,53.00,1.52,"1,060.00",Strength,17.10,2.70,4.00,3.00,20.38
42,Male,45.50,1.60,166.00,163.00,64.00,1.31,"1,057.00",Strength,21.70,2.60,3.00,2.00,17.77
20,Female,75.90,1.73,165.00,152.00,63.00,1.39,"1,056.00",Strength,30.60,2.10,4.00,2.00,25.36
23,Female,71.40,1.72,164.00,169.00,74.00,1.25,"1,056.00",Strength,25.60,1.50,2.00,1.00,24.13
22,Male,102.60,1.84,163.00,153.00,65.00,1.25,"1,052.00",Strength,20.50,2.70,3.00,2.00,30.30
19,Male,89.00,1.77,175.00,127.00,72.00,1.50,"1,048.00",Strength,28.90,3.70,4.00,2.00,28.41
21,Male,96.70,1.72,161.00,151.00,62.00,1.26,"1,046.00",Strength,25.00,2.80,3.00,1.00,32.69
36,Female,60.00,1.72,161.00,128.00,51.00,1.63,"1,043.00",Strength,18.20,2.70,5.00,3.00,20.28
20,Female,71.30,1.69,167.00,163.00,52.00,1.28,"1,043.00",Strength,33.40,2.30,3.00,2.00,24.96
28,Male,76.30,1.62,161.00,162.00,70.00,1.16,"1,034.00",Strength,20.10,2.30,3.00,2.00,29.07
32,Male,49.30,1.62,167.00,158.00,74.00,1.18,"1,025.00",Strength,29.30,2.50,3.00,2.00,18.79
54,Female,46.60,1.50,175.00,165.00,58.00,1.38,"1,025.00",Strength,30.60,2.00,2.00,1.00,20.71
27,Male,76.50,1.97,180.00,165.00,61.00,1.13,"1,025.00",Strength,21.30,2.30,2.00,1.00,19.71
56,Male,93.60,1.66,177.00,151.00,52.00,1.37,"1,024.00",Strength,29.00,2.20,2.00,1.00,33.97
28,Female,71.30,1.67,192.00,140.00,63.00,1.46,"1,022.00",Strength,28.10,1.50,4.00,2.00,25.57
29,Male,86.70,1.62,174.00,122.00,55.00,1.52,"1,020.00",Strength,13.90,3.50,4.00,3.00,33.04
52,Female,79.40,1.59,166.00,163.00,59.00,1.39,"1,020.00",Strength,26.60,1.50,3.00,2.00,31.41
22,Male,107.40,1.74,195.00,138.00,63.00,1.34,"1,017.00",Strength,22.00,2.20,2.00,1.00,35.47
50,Female,55.40,1.55,175.00,122.00,65.00,1.85,"1,016.00",Strength,18.50,2.70,4.00,3.00,23.06
32,Male,84.00,1.74,195.00,127.00,63.00,1.45,"1,013.00",Strength,25.80,2.10,3.00,1.00,27.74
52,Male,65.50,1.74,191.00,138.00,70.00,1.48,"1,011.00",Strength,26.20,2.80,4.00,2.00,21.63
52,Female,63.10,1.54,185.00,165.00,67.00,1.36,"1,010.00",Strength,34.80,1.80,3.00,2.00,26.61
29,Male,81.70,1.99,162.00,126.00,54.00,1.45,"1,005.00",Strength,29.40,3.20,2.00,1.00,20.63
57,Female,64.00,1.52,170.00,129.00,52.00,1.73,"1,004.00",Strength,15.20,2.70,5.00,3.00,27.70
26,Male,76.40,1.79,177.00,156.00,73.00,1.17,"1,004.00",Strength,21.30,2.70,3.00,2.00,23.84
18,Female,54.80,1.68,176.00,158.00,71.00,1.27,"1,003.00",Strength,32.00,2.20,4.00,2.00,19.42
48,Female,69.10,1.60,191.00,166.00,53.00,1.34,"1,001.00",Strength,26.10,2.00,4.00,2.00,26.99
18,Female,62.00,1.59,190.00,162.00,50.00,1.23,996.00,Strength,33.20,2.20,4.00,2.00,24.52
29,Male,55.70,1.61,177.00,128.00,51.00,1.41,993.00,Strength,28.70,2.30,3.00,1.00,21.49
55,Male,69.90,1.81,179.00,167.00,57.00,1.20,992.00,Strength,20.20,2.10,4.00,2.00,21.34
37,Male,76.90,1.82,192.00,121.00,50.00,1.49,992.00,Strength,24.50,2.80,4.00,2.00,23.22
59,Male,53.90,1.75,168.00,135.00,69.00,1.48,989.00,Strength,21.60,2.80,4.00,2.00,17.60
34,Male,52.00,1.78,171.00,130.00,53.00,1.38,987.00,Strength,22.40,2.70,4.00,2.00,16.41
50,Female,42.70,1.53,168.00,155.00,65.00,1.41,983.00,Strength,28.40,2.40,4.00,2.00,18.24
37,Female,54.60,1.57,170.00,150.00,62.00,1.31,982.00,Strength,32.10,2.40,3.00,1.00,22.15
28,Male,58.30,2.00,198.00,135.00,65.00,1.32,980.00,Strength,28.20,3.00,4.00,2.00,14.57
49,Female,68.30,1.52,177.00,150.00,60.00,1.45,979.00,Strength,29.40,1.80,4.00,2.00,29.56
22,Female,42.80,1.56,174.00,133.00,66.00,1.47,978.00,Strength,32.20,2.60,3.00,2.00,17.59
55,Male,63.50,1.86,198.00,144.00,53.00,1.36,969.00,Strength,22.90,2.90,4.00,2.00,18.35
52,Male,63.60,1.62,168.00,150.00,55.00,1.30,965.00,Strength,20.80,2.30,4.00,2.00,24.23
53,Female,56.30,1.79,193.00,141.00,59.00,1.52,964.00,Strength,16.50,2.70,5.00,3.00,17.57
53,Female,53.30,1.74,173.00,156.00,54.00,1.37,962.00,Strength,32.20,1.80,3.00,2.00,17.60
28,Male,114.20,1.87,184.00,166.00,55.00,1.05,959.00,Strength,20.20,3.20,3.00,2.00,32.66
44,Female,72.10,1.66,176.00,152.00,55.00,1.40,958.00,Strength,27.00,2.50,2.00,1.00,26.16
45,Male,52.40,1.85,186.00,161.00,73.00,1.20,956.00,Strength,25.20,2.50,3.00,1.00,15.31
51,Male,60.70,1.71,168.00,169.00,60.00,1.14,954.00,Strength,22.10,2.50,2.00,1.00,20.76
35,Female,78.00,1.67,198.00,168.00,57.00,1.13,949.00,Strength,33.30,2.50,4.00,2.00,27.97
33,Male,113.60,1.99,169.00,125.00,58.00,1.38,949.00,Strength,28.40,3.40,2.00,1.00,28.69
33,Female,64.10,1.63,186.00,120.00,74.00,1.58,948.00,Strength,16.40,2.70,5.00,3.00,24.13
38,Male,46.90,1.74,198.00,167.00,64.00,1.03,946.00,Strength,20.00,2.60,4.00,2.00,15.49
47,Male,73.90,1.80,173.00,140.00,50.00,1.36,942.00,Strength,28.30,3.70,3.00,1.00,22.81
23,Male,57.70,1.71,179.00,149.00,58.00,1.15,942.00,Strength,27.00,3.40,3.00,2.00,19.73
42,Female,50.70,1.75,163.00,162.00,51.00,1.29,940.00,Strength,29.00,1.90,3.00,2.00,16.56
39,Male,93.40,1.70,191.00,155.00,50.00,1.10,938.00,Strength,21.10,2.50,4.00,2.00,32.32
22,Female,78.50,1.70,177.00,138.00,66.00,1.36,938.00,Strength,31.90,2.10,4.00,2.00,27.16
58,Female,74.80,1.69,175.00,162.00,53.00,1.28,933.00,Strength,32.80,2.30,4.00,2.00,26.19
49,Male,82.30,1.84,192.00,146.00,71.00,1.29,932.00,Strength,28.40,3.40,4.00,2.00,24.31
52,Male,70.90,1.72,194.00,143.00,66.00,1.31,927.00,Strength,20.20,2.60,3.00,2.00,23.97
56,Female,67.70,1.58,189.00,142.00,52.00,1.45,927.00,Strength,32.70,1.90,2.00,1.00,27.12
55,Female,49.30,1.76,194.00,161.00,73.00,1.28,927.00,Strength,30.50,2.00,2.00,1.00,15.92
57,Female,60.90,1.52,196.00,157.00,66.00,1.31,926.00,Strength,30.60,1.80,3.00,2.00,26.36
47,Male,82.10,1.84,185.00,136.00,65.00,1.37,922.00,Strength,24.40,3.40,4.00,2.00,24.25
28,Male,128.40,1.86,173.00,158.00,71.00,1.06,921.00,Strength,23.60,3.30,4.00,2.00,37.11
41,Female,77.60,1.76,162.00,161.00,71.00,1.27,920.00,Strength,31.80,2.20,4.00,2.00,25.05
34,Male,75.70,1.94,181.00,141.00,72.00,1.18,915.00,Strength,29.30,2.40,4.00,2.00,20.11
59,Male,126.40,1.69,168.00,149.00,68.00,1.24,915.00,Strength,29.50,2.90,3.00,1.00,44.26
50,Female,61.60,1.75,192.00,166.00,74.00,1.22,911.00,Strength,25.50,2.20,4.00,2.00,20.11
29,Female,54.90,1.52,172.00,123.00,72.00,1.48,910.00,Strength,27.00,2.00,3.00,1.00,23.76
46,Female,62.50,1.54,197.00,125.00,73.00,1.61,906.00,Strength,18.10,2.70,4.00,3.00,26.35
50,Male,96.70,1.72,188.00,125.00,62.00,1.46,903.00,Strength,25.70,2.70,3.00,2.00,32.69
39,Female,63.60,1.56,183.00,148.00,66.00,1.22,903.00,Strength,34.80,2.40,2.00,1.00,26.13
52,Female,60.30,1.68,182.00,125.00,64.00,1.60,900.00,Strength,16.50,2.70,4.00,3.00,21.36
45,Female,48.20,1.64,168.00,159.00,67.00,1.25,894.00,Strength,32.10,2.50,4.00,2.00,17.92
45,Female,71.20,1.68,172.00,144.00,63.00,1.37,888.00,Strength,34.10,1.60,3.00,1.00,25.23
36,Female,57.30,1.64,164.00,157.00,70.00,1.13,887.00,Strength,25.30,1.80,4.00,2.00,21.30
45,Female,50.90,1.65,170.00,136.00,50.00,1.45,887.00,Strength,30.10,2.30,2.00,1.00,18.70
59,Male,50.30,1.95,188.00,167.00,55.00,1.07,885.00,Strength,24.40,3.40,3.00,1.00,13.23
59,Male,89.40,1.62,198.00,125.00,59.00,1.43,885.00,Strength,23.50,3.60,3.00,2.00,34.06
31,Female,42.70,1.76,182.00,121.00,65.00,1.46,883.00,Strength,34.90,2.20,3.00,1.00,13.78
22,Female,50.70,1.59,197.00,139.00,66.00,1.27,883.00,Strength,29.40,1.80,3.00,2.00,20.05
57,Male,82.20,1.69,188.00,155.00,63.00,1.15,882.00,Strength,25.20,3.40,4.00,2.00,28.78
54,Male,125.90,1.94,199.00,132.00,73.00,1.35,882.00,Strength,28.50,2.90,3.00,2.00,33.45
21,Female,76.30,1.65,180.00,154.00,62.00,1.14,878.00,Strength,31.80,1.70,3.00,2.00,28.03
19,Female,73.90,1.77,198.00,137.00,64.00,1.28,877.00,Strength,32.50,2.60,3.00,2.00,23.59
37,Female,66.90,1.75,184.00,127.00,50.00,1.38,876.00,Strength,26.50,2.10,4.00,2.00,21.84
49,Female,45.20,1.74,164.00,156.00,73.00,1.24,870.00,Strength,30.80,2.10,3.00,2.00,14.93
20,Female,74.70,1.58,172.00,166.00,62.00,1.04,863.00,Strength,32.80,2.40,3.00,2.00,29.92
36,Male,69.20,1.65,165.00,126.00,65.00,1.23,852.00,Strength,27.20,2.70,3.00,1.00,25.42
56,Female,50.60,1.70,175.00,146.00,58.00,1.29,848.00,Strength,33.10,2.30,2.00,1.00,17.51
50,Male,52.20,1.84,195.00,124.00,52.00,1.38,847.00,Strength,28.20,3.10,4.00,2.00,15.42
28,Female,78.70,1.63,185.00,154.00,59.00,1.10,847.00,Strength,31.70,1.80,3.00,2.00,29.62
47,Female,68.70,1.76,161.00,137.00,66.00,1.37,845.00,Strength,27.70,2.40,3.00,2.00,22.18
46,Male,59.40,1.68,165.00,147.00,62.00,1.16,844.00,Strength,20.20,2.50,4.00,2.00,21.05
26,Female,54.00,1.53,175.00,148.00,54.00,1.14,844.00,Strength,26.90,1.70,3.00,1.00,23.07
44,Male,124.80,1.85,175.00,126.00,69.00,1.35,842.00,Strength,24.40,3.50,4.00,2.00,36.46
57,Female,46.10,1.76,165.00,130.00,60.00,1.44,842.00,Strength,25.80,1.70,3.00,2.00,14.88
59,Female,75.80,1.77,167.00,128.00,53.00,1.46,841.00,Strength,33.10,1.80,3.00,1.00,24.19
52,Female,59.70,1.71,169.00,151.00,58.00,1.23,836.00,Strength,34.30,2.00,3.00,1.00,20.42
33,Female,74.20,1.76,192.00,145.00,66.00,1.15,834.00,Strength,25.90,1.50,4.00,2.00,23.95
26,Female,72.80,1.67,163.00,121.00,50.00,1.37,829.00,Strength,35.00,1.90,2.00,1.00,26.10
33,Female,56.40,1.54,165.00,155.00,63.00,1.06,822.00,Strength,29.20,1.50,3.00,1.00,23.78
34,Female,46.90,1.61,196.00,161.00,69.00,1.02,821.00,Strength,28.60,1.70,3.00,2.00,18.09
44,Female,61.70,1.55,196.00,129.00,66.00,1.41,819.00,Strength,33.10,2.60,4.00,2.00,25.68
45,Male,52.50,1.88,194.00,153.00,71.00,1.08,818.00,Strength,29.00,2.90,4.00,2.00,14.85
32,Male,102.80,1.98,168.00,120.00,61.00,1.24,818.00,Strength,27.80,2.80,3.00,2.00,26.22
56,Male,125.50,1.80,189.00,131.00,73.00,1.26,817.00,Strength,20.90,2.70,4.00,2.00,38.73
43,Male,46.20,1.63,176.00,139.00,65.00,1.18,812.00,Strength,21.70,2.10,2.00,1.00,17.39
31,Female,53.50,1.76,172.00,133.00,69.00,1.22,811.00,Strength,27.60,1.80,4.00,2.00,17.27
30,Female,51.50,1.74,174.00,150.00,64.00,1.08,810.00,Strength,33.90,2.00,3.00,2.00,17.01
49,Male,77.70,1.61,160.00,158.00,50.00,1.03,806.00,Strength,26.70,3.40,3.00,2.00,29.98
48,Female,73.00,1.59,196.00,149.00,64.00,1.19,798.00,Strength,32.00,2.10,3.00,2.00,28.88
57,Male,96.30,1.86,168.00,146.00,74.00,1.10,795.00,Strength,27.60,2.20,3.00,2.00,27.84
40,Male,51.70,1.82,161.00,160.00,71.00,0.90,792.00,Strength,21.40,3.00,3.00,1.00,15.61
30,Female,60.60,1.55,172.00,120.00,52.00,1.30,780.00,Strength,32.90,1.60,3.00,2.00,25.22
52,Female,68.20,1.63,179.00,148.00,67.00,1.17,779.00,Strength,27.50,2.40,3.00,1.00,25.67
41,Male,64.80,1.71,164.00,131.00,54.00,1.20,778.00,Strength,22.50,2.80,3.00,2.00,22.16
58,Female,49.70,1.67,191.00,125.00,72.00,1.38,776.00,Strength,31.90,2.30,4.00,2.00,17.82
53,Male,51.80,1.74,179.00,127.00,61.00,1.23,773.00,Strength,21.30,3.70,3.00,2.00,17.11
36,Male,56.20,1.95,183.00,128.00,64.00,1.09,767.00,Strength,22.50,3.40,4.00,2.00,14.78
50,Male,95.40,1.61,173.00,133.00,50.00,1.16,764.00,Strength,21.50,3.60,4.00,2.00,36.80
40,Female,52.60,1.66,198.00,120.00,71.00,1.27,762.00,Strength,32.90,1.70,3.00,2.00,19.09
26,Male,47.70,1.77,198.00,120.00,69.00,1.15,759.00,Strength,24.80,2.70,3.00,2.00,15.23
32,Female,70.50,1.62,177.00,122.00,58.00,1.24,756.00,Strength,28.40,1.80,2.00,1.00,26.86
50,Female,69.70,1.72,198.00,135.00,66.00,1.24,753.00,Strength,27.30,2.00,4.00,2.00,23.56
26,Female,76.70,1.63,199.00,139.00,72.00,1.08,751.00,Strength,25.60,1.70,2.00,1.00,28.87
43,Female,53.80,1.72,173.00,160.00,71.00,1.03,742.00,Strength,30.20,2.30,4.00,2.00,18.19
47,Female,66.80,1.75,199.00,146.00,56.00,1.13,742.00,Strength,32.80,2.50,3.00,2.00,21.81
39,Female,42.50,1.75,181.00,131.00,52.00,1.13,740.00,Strength,26.20,2.10,2.00,1.00,13.88
49,Male,61.00,1.87,180.00,131.00,61.00,1.14,739.00,Strength,21.30,3.00,4.00,2.00,17.44
45,Female,59.40,1.51,169.00,142.00,65.00,1.15,735.00,Strength,33.10,1.90,4.00,2.00,26.05
37,Female,72.90,1.76,192.00,121.00,52.00,1.21,732.00,Strength,27.50,1.90,3.00,2.00,23.53
59,Female,42.10,1.65,172.00,132.00,59.00,1.22,725.00,Strength,33.00,2.20,2.00,1.00,15.46
40,Male,73.20,1.94,177.00,162.00,69.00,0.81,722.00,Strength,29.00,2.40,2.00,1.00,19.45
28,Male,121.70,1.94,185.00,127.00,52.00,1.03,719.00,Strength,28.90,2.60,4.00,2.00,32.34
55,Female,63.00,1.70,187.00,121.00,67.00,1.32,719.00,Strength,34.90,2.50,3.00,1.00,21.80
35,Male,127.10,1.62,187.00,128.00,69.00,1.02,718.00,Strength,23.30,3.40,4.00,2.00,48.43
42,Female,56.70,1.53,192.00,149.00,74.00,1.07,717.00,Strength,27.40,1.90,3.00,1.00,24.22
41,Male,74.30,1.61,160.00,136.00,51.00,1.06,714.00,Strength,24.80,3.50,4.00,2.00,28.66
27,Female,63.70,1.52,195.00,120.00,60.00,1.19,714.00,Strength,25.40,2.10,4.00,2.00,27.57
53,Female,55.80,1.55,171.00,141.00,54.00,1.12,711.00,Strength,27.00,1.80,4.00,2.00,23.23
28,Female,62.40,1.60,178.00,129.00,62.00,1.10,710.00,Strength,34.10,1.70,3.00,2.00,24.37
24,Male,51.00,1.67,178.00,133.00,72.00,0.97,710.00,Strength,21.30,2.80,3.00,1.00,18.29
57,Male,55.70,1.99,170.00,126.00,70.00,1.13,705.00,Strength,23.60,3.00,3.00,2.00,14.07
23,Male,116.80,1.79,178.00,127.00,69.00,1.00,698.00,Strength,26.80,3.40,4.00,2.00,36.45
49,Female,70.20,1.67,186.00,166.00,50.00,0.93,695.00,Strength,32.50,1.80,3.00,1.00,25.17
59,Male,86.90,1.76,194.00,123.00,60.00,1.13,688.00,Strength,29.80,3.10,3.00,2.00,28.05
52,Male,82.40,1.72,166.00,137.00,53.00,1.01,685.00,Strength,24.40,2.70,4.00,2.00,27.85
46,Female,63.10,1.61,187.00,152.00,68.00,1.00,684.00,Strength,34.70,2.20,4.00,2.00,24.34
29,Female,60.00,1.62,181.00,161.00,69.00,0.85,684.00,Strength,28.10,1.90,2.00,1.00,22.86
41,Male,51.50,1.80,166.00,126.00,60.00,1.09,680.00,Strength,26.70,2.10,4.00,2.00,15.90
42,Male,97.90,1.91,193.00,136.00,73.00,1.01,680.00,Strength,29.00,2.80,3.00,2.00,26.84
57,Female,78.40,1.62,185.00,149.00,52.00,1.01,677.00,Strength,31.70,2.00,4.00,2.00,29.87
43,Female,70.10,1.66,169.00,151.00,58.00,0.99,673.00,Strength,34.60,2.60,2.00,1.00,25.44
50,Male,69.60,1.96,166.00,139.00,68.00,0.97,667.00,Strength,25.60,2.00,3.00,1.00,18.12
55,Male,75.60,1.71,173.00,130.00,57.00,1.03,663.00,Strength,28.10,2.00,4.00,2.00,25.85
43,Male,55.50,1.82,160.00,124.00,66.00,1.08,663.00,Strength,20.10,2.00,3.00,1.00,16.76
19,Female,48.30,1.52,186.00,136.00,56.00,0.96,653.00,Strength,26.30,1.60,2.00,1.00,20.91
55,Male,118.60,1.72,163.00,168.00,67.00,0.77,640.00,Strength,25.90,2.60,3.00,1.00,40.09
56,Male,129.50,1.95,160.00,129.00,66.00,1.00,639.00,Strength,25.20,3.50,2.00,1.00,34.06
33,Female,68.20,1.75,177.00,150.00,71.00,0.85,638.00,Strength,29.00,1.70,2.00,1.00,22.27
36,Female,59.30,1.75,178.00,128.00,58.00,0.99,634.00,Strength,34.50,2.30,3.00,1.00,19.36
39,Male,107.70,1.88,162.00,160.00,59.00,0.72,634.00,Strength,28.10,3.60,2.00,1.00,30.47
23,Male,83.10,1.80,185.00,162.00,56.00,0.70,624.00,Strength,29.30,3.10,3.00,1.00,25.65
37,Female,70.30,1.77,162.00,123.00,52.00,1.01,621.00,Strength,33.70,1.70,2.00,1.00,22.44
42,Female,42.70,1.74,161.00,130.00,71.00,1.04,608.00,Strength,32.90,1.60,3.00,1.00,14.10
18,Female,72.20,1.54,194.00,125.00,54.00,0.97,606.00,Strength,27.10,1.70,2.00,1.00,30.44
24,Female,42.00,1.75,174.00,144.00,55.00,0.83,598.00,Strength,31.80,2.30,3.00,1.00,13.71
43,Male,102.60,1.72,190.00,147.00,58.00,0.82,597.00,Strength,27.50,2.00,2.00,1.00,34.68
39,Male,85.30,1.89,163.00,140.00,61.00,0.77,593.00,Strength,27.60,3.60,2.00,1.00,23.88
18,Male,62.00,1.85,161.00,121.00,53.00,0.88,586.00,Strength,23.70,3.00,3.00,1.00,18.12
